id,is_inferred,source,target,type,,,,
260,FALSE,Miranda Jordan,Event_Communication_767,sent,,,,
261,FALSE,Miranda Jordan,Event_Communication_770,sent,,,,
262,FALSE,Miranda Jordan,Event_Communication_772,sent,,,,
263,TRUE,Miranda Jordan,Relationship_Suspicious_483,,,,,
264,FALSE,Miranda Jordan,Event_Communication_774,sent,,,,
265,TRUE,Miranda Jordan,Relationship_Suspicious_485,,,,,
266,FALSE,Miranda Jordan,Event_Communication_776,sent,,,,
,TRUE,Miranda Jordan,Relationship_Colleagues_290,,,,,
268,FALSE,The Intern,Event_Communication_2,sent,,,,
271,FALSE,The Intern,Event_Communication_5,sent,,,,
273,FALSE,The Intern,Event_Communication_89,sent,,,,
285,TRUE,The Intern,Relationship_Reports_41,,,,,
276,FALSE,The Intern,Event_Communication_92,sent,,,,
1956,TRUE,The Intern,Relationship_Colleagues_84,,,,,
279,FALSE,The Intern,Event_Communication_160,sent,,,,
280,FALSE,The Intern,Event_Communication_162,sent,,,,
281,FALSE,The Intern,Event_Communication_246,sent,,,,
284,FALSE,The Intern,Event_Communication_318,sent,,,,
286,FALSE,The Intern,Event_Communication_372,sent,,,,
287,FALSE,The Intern,Event_Communication_442,sent,,,,
288,TRUE,The Intern,Relationship_Coordinates_274,,,,,
289,FALSE,The Intern,Event_Communication_446,sent,,,,
290,FALSE,The Intern,Event_Communication_525,sent,,,,
292,FALSE,The Intern,Event_Communication_596,sent,,,,
294,FALSE,The Intern,Event_Communication_599,sent,,,,
295,TRUE,The Intern,Event_Assessment_650,,,,,
297,FALSE,The Intern,Event_Communication_651,sent,,,,
298,TRUE,The Intern,Relationship_AccessPermission_425,,,,,
299,TRUE,The Intern,Relationship_Suspicious_426,,,,,
300,FALSE,The Intern,Event_Communication_702,sent,,,,
301,TRUE,The Intern,Event_Assessment_703,,,,,
302,TRUE,The Intern,Event_Monitoring_704,,,,,
304,FALSE,The Intern,Event_Communication_705,sent,,,,
306,FALSE,The Intern,Event_Communication_715,sent,,,,
269,TRUE,The Intern,Event_Collaborate_719,,,,,
310,FALSE,The Intern,Event_Communication_720,sent,,,,
311,TRUE,The Intern,Event_Assessment_729,,,,,
312,TRUE,The Intern,Relationship_Operates_439,,,,,
313,FALSE,The Intern,Event_Communication_860,sent,,,,
315,FALSE,The Intern,Event_Communication_864,sent,,,,
317,FALSE,The Intern,Event_Communication_921,sent,,,,
320,FALSE,The Intern,Event_Communication_925,sent,,,,
4089,TRUE,The Intern,Relationship_Colleagues_589,,,,,
322,FALSE,The Intern,Event_Communication_936,sent,,,,
,TRUE,The Intern,Relationship_Friends_0,,,,,
323,TRUE,The Lookout,Event_Monitoring_0,,,,,
324,FALSE,The Lookout,Event_Communication_1,sent,,,,
326,FALSE,The Lookout,Event_Communication_87,sent,,,,
329,FALSE,The Lookout,Event_Communication_94,sent,,,,
330,FALSE,The Lookout,Event_Communication_159,sent,,,,
332,FALSE,The Lookout,Event_Communication_171,sent,,,,
334,FALSE,The Lookout,Event_Communication_189,sent,,,,
335,FALSE,The Lookout,Event_Communication_244,sent,,,,
336,FALSE,The Lookout,Event_Communication_297,sent,,,,
337,FALSE,The Lookout,Event_Communication_317,sent,,,,
338,TRUE,The Lookout,Relationship_Suspicious_219,,,,,
339,FALSE,The Lookout,Event_Communication_371,sent,,,,
340,FALSE,The Lookout,Event_Communication_441,sent,,,,
341,TRUE,The Lookout,Event_Monitoring_444,,,,,
342,TRUE,The Lookout,Event_Assessment_445,,,,,
343,FALSE,The Lookout,Event_Communication_523,sent,,,,
345,FALSE,The Lookout,Event_Communication_590,sent,,,,
351,TRUE,The Lookout,Relationship_Reports_355,,,,,
347,FALSE,The Lookout,Event_Communication_593,sent,,,,
349,FALSE,The Lookout,Event_Communication_594,sent,,,,
377,TRUE,The Lookout,Event_Monitoring_595,,,,,
352,FALSE,The Lookout,Event_Communication_619,sent,,,,
354,FALSE,The Lookout,Event_Communication_649,sent,,,,
355,FALSE,The Lookout,Event_Communication_652,sent,,,,
356,FALSE,The Lookout,Event_Communication_683,sent,,,,
357,FALSE,The Lookout,Event_Communication_712,sent,,,,
358,FALSE,The Lookout,Event_Communication_714,sent,,,,
359,FALSE,The Lookout,Event_Communication_717,sent,,,,
361,TRUE,The Lookout,Event_Assessment_791,,,,,
363,FALSE,The Lookout,Event_Communication_792,sent,,,,
364,FALSE,The Lookout,Event_Communication_794,sent,,,,
365,TRUE,The Lookout,Event_Monitoring_797,,,,,
366,TRUE,The Lookout,Event_VesselMovement_798,,,,,
367,FALSE,The Lookout,Event_Communication_799,sent,,,,
368,FALSE,The Lookout,Event_Communication_859,sent,,,,
369,FALSE,The Lookout,Event_Communication_862,sent,,,,
370,FALSE,The Lookout,Event_Communication_912,sent,,,,
372,FALSE,The Lookout,Event_Communication_923,sent,,,,
374,FALSE,The Lookout,Event_Communication_926,sent,,,,
375,FALSE,The Lookout,Event_Communication_935,sent,,,,
376,FALSE,The Lookout,Event_Communication_937,sent,,,,
378,FALSE,The Lookout,Event_Communication_991,sent,,,,
,TRUE,The Lookout,Relationship_Friends_0,,,,,
4126,TRUE,The Lookout,Relationship_Colleagues_589,,,,,
380,FALSE,The Accountant,Event_Communication_726,sent,,,,
381,TRUE,The Accountant,Relationship_Coordinates_550,,,,,
382,FALSE,The Accountant,Event_Communication_866,sent,,,,
379,TRUE,The Accountant,Relationship_Suspicious_600,,,,,
4163,TRUE,The Accountant,Relationship_Colleagues_601,,,,,
386,FALSE,The Accountant,Event_Communication_951,sent,,,,
,TRUE,The Accountant,Relationship_Colleagues_322,,,,,
,TRUE,The Accountant,Relationship_Colleagues_599,,,,,
1707,TRUE,Mrs. Money,Relationship_Colleagues_2,,,,,
388,FALSE,Mrs. Money,Event_Communication_6,sent,,,,
390,FALSE,Mrs. Money,Event_Communication_8,sent,,,,
391,FALSE,Mrs. Money,Event_Communication_22,sent,,,,
392,FALSE,Mrs. Money,Event_Communication_90,sent,,,,
393,FALSE,Mrs. Money,Event_Communication_91,sent,,,,
396,FALSE,Mrs. Money,Event_Communication_120,sent,,,,
397,FALSE,Mrs. Money,Event_Communication_161,sent,,,,
398,FALSE,Mrs. Money,Event_Communication_163,sent,,,,
399,FALSE,Mrs. Money,Event_Communication_248,sent,,,,
401,FALSE,Mrs. Money,Event_Communication_250,sent,,,,
402,TRUE,Mrs. Money,Relationship_Operates_154,,,,,
403,TRUE,Mrs. Money,Relationship_AccessPermission_156,,,,,
2351,TRUE,Mrs. Money,Relationship_Colleagues_158,,,,,
406,FALSE,Mrs. Money,Event_Communication_280,sent,,,,
407,TRUE,Mrs. Money,Relationship_Operates_211,,,,,
408,FALSE,Mrs. Money,Event_Communication_367,sent,,,,
409,FALSE,Mrs. Money,Event_Communication_369,sent,,,,
410,FALSE,Mrs. Money,Event_Communication_373,sent,,,,
411,FALSE,Mrs. Money,Event_Communication_458,sent,,,,
412,TRUE,Mrs. Money,Event_Assessment_463,,,,,
400,TRUE,Mrs. Money,Relationship_Operates_283,,,,,
414,FALSE,Mrs. Money,Event_Communication_464,sent,,,,
415,FALSE,Mrs. Money,Event_Communication_541,sent,,,,
416,FALSE,Mrs. Money,Event_Communication_597,sent,,,,
417,TRUE,Mrs. Money,Relationship_AccessPermission_425,,,,,
418,TRUE,Mrs. Money,Relationship_Suspicious_426,,,,,
419,TRUE,Mrs. Money,Event_Assessment_729,,,,,
420,TRUE,Mrs. Money,Relationship_Operates_439,,,,,
421,FALSE,Mrs. Money,Event_Communication_730,sent,,,,
2055,TRUE,Mrs. Money,Relationship_Colleagues_84,,,,,
422,FALSE,The Middleman,Event_Communication_10,sent,,,,
423,FALSE,The Middleman,Event_Communication_12,sent,,,,
1677,TRUE,The Middleman,Relationship_Colleagues_11,,,,,
427,FALSE,The Middleman,Event_Communication_39,sent,,,,
428,FALSE,The Middleman,Event_Communication_40,sent,,,,
429,FALSE,The Middleman,Event_Communication_150,sent,,,,
430,FALSE,The Middleman,Event_Communication_275,sent,,,,
431,TRUE,The Middleman,Event_Collaborate_276,,,,,
434,FALSE,The Middleman,Event_Communication_278,sent,,,,
435,FALSE,The Middleman,Event_Communication_279,sent,,,,
436,FALSE,The Middleman,Event_Communication_519,sent,,,,
437,FALSE,The Middleman,Event_Communication_721,sent,,,,
438,TRUE,The Middleman,Relationship_Coordinates_437,,,,,
440,TRUE,The Middleman,Relationship_Reports_496,,,,,
441,FALSE,The Middleman,Event_Communication_796,sent,,,,
442,FALSE,The Middleman,Event_Communication_867,sent,,,,
445,FALSE,The Middleman,Event_Communication_950,sent,,,,
4171,TRUE,The Middleman,Relationship_Colleagues_601,,,,,
2364,TRUE,The Middleman,Relationship_Colleagues_158,,,,,
448,FALSE,Boss,Event_Communication_7,sent,,,,
449,FALSE,Boss,Event_Communication_9,sent,,,,
450,FALSE,Boss,Event_Communication_11,sent,,,,
452,FALSE,Boss,Event_Communication_21,sent,,,,
461,TRUE,Boss,Relationship_AccessPermission_101,,,,,
456,FALSE,Boss,Event_Communication_249,sent,,,,
457,TRUE,Boss,Event_Collaborate_276,,,,,
459,FALSE,Boss,Event_Communication_277,sent,,,,
460,TRUE,Boss,Relationship_Operates_153,,,,,
463,FALSE,Boss,Event_Communication_312,sent,,,,
464,FALSE,Boss,Event_Communication_316,sent,,,,
466,TRUE,Boss,Relationship_Suspicious_209,,,,,
467,TRUE,Boss,Relationship_Operates_210,,,,,
468,FALSE,Boss,Event_Communication_366,sent,,,,
469,TRUE,Boss,Relationship_Operates_602,,,,,
,TRUE,Boss,Relationship_Colleagues_536,,,,,
,TRUE,Boss,Relationship_Colleagues_102,,,,,
,TRUE,Boss,Relationship_Colleagues_599,,,,,
1672,TRUE,Boss,Relationship_Colleagues_2,,,,,
1708,TRUE,Boss,Relationship_Colleagues_11,,,,,
,TRUE,Boss,Relationship_Colleagues_535,,,,,
470,FALSE,Small Fry,Event_Communication_143,sent,,,,
471,TRUE,Small Fry,Event_VesselMovement_154,,,,,
473,FALSE,Small Fry,Event_Communication_156,sent,,,,
474,TRUE,Small Fry,Event_Collaborate_512,,,,,
475,TRUE,Small Fry,Relationship_AccessPermission_303,,,,,
476,TRUE,Small Fry,Relationship_AccessPermission_304,,,,,
477,FALSE,Small Fry,Event_Communication_513,sent,,,,
478,TRUE,Small Fry,Relationship_Operates_506,,,,,
479,FALSE,Small Fry,Event_Communication_811,sent,,,,
482,TRUE,Small Fry,Relationship_Reports_537,,,,,
483,FALSE,Small Fry,Event_Communication_842,sent,,,,
484,FALSE,Small Fry,Event_Communication_955,sent,,,,
486,TRUE,Small Fry,Relationship_Coordinates_618,,,,,
487,FALSE,Small Fry,Event_Communication_984,sent,,,,
,TRUE,Small Fry,Relationship_Colleagues_617,,,,,
,TRUE,Small Fry,Relationship_Colleagues_535,,,,,
,TRUE,Small Fry,Relationship_Colleagues_80,,,,,
492,TRUE,Glitters Team,Event_Assessment_65,,,,,
490,FALSE,Glitters Team,Event_Communication_66,sent,,,,
491,TRUE,Glitters Team,Relationship_Coordinates_77,,,,,
489,TRUE,Glitters Team,Relationship_AccessPermission_81,,,,,
494,FALSE,Glitters Team,Event_Communication_231,sent,,,,
495,TRUE,Glitters Team,Relationship_Coordinates_236,,,,,
496,FALSE,Glitters Team,Event_Communication_389,sent,,,,
497,TRUE,Glitters Team,Relationship_Operates_592,,,,,
498,FALSE,Glitters Team,Event_Communication_940,sent,,,,
499,TRUE,Oceanus City Council,Relationship_Coordinates_20,,,,,
500,TRUE,Oceanus City Council,Relationship_Jurisdiction_21,,,,,
502,FALSE,Oceanus City Council,Event_Communication_37,sent,,,,
559,TRUE,Oceanus City Council,Event_Monitoring_38,,,,,
504,TRUE,Oceanus City Council,Event_Enforcement_44,,,,,
505,FALSE,Oceanus City Council,Event_Communication_45,sent,,,,
585,TRUE,Oceanus City Council,Relationship_Coordinates_27,,,,,
507,FALSE,Oceanus City Council,Event_Communication_54,sent,,,,
535,TRUE,Oceanus City Council,Event_Assessment_101,,,,,
510,FALSE,Oceanus City Council,Event_Communication_102,sent,,,,
512,FALSE,Oceanus City Council,Event_Communication_119,sent,,,,
516,FALSE,Oceanus City Council,Event_Communication_176,sent,,,,
518,TRUE,Oceanus City Council,Event_Collaborate_184,,,,,
521,FALSE,Oceanus City Council,Event_Communication_186,sent,,,,
523,FALSE,Oceanus City Council,Event_Communication_218,sent,,,,
526,TRUE,Oceanus City Council,Relationship_Coordinates_120,,,,,
527,FALSE,Oceanus City Council,Event_Communication_221,sent,,,,
528,FALSE,Oceanus City Council,Event_Communication_229,sent,,,,
530,TRUE,Oceanus City Council,Event_Enforcement_292,,,,,
532,FALSE,Oceanus City Council,Event_Communication_293,sent,,,,
533,FALSE,Oceanus City Council,Event_Communication_302,sent,,,,
534,FALSE,Oceanus City Council,Event_Communication_311,sent,,,,
537,FALSE,Oceanus City Council,Event_Communication_323,sent,,,,
538,FALSE,Oceanus City Council,Event_Communication_333,sent,,,,
539,TRUE,Oceanus City Council,Relationship_Coordinates_185,,,,,
540,FALSE,Oceanus City Council,Event_Communication_336,sent,,,,
542,FALSE,Oceanus City Council,Event_Communication_339,sent,,,,
543,FALSE,Oceanus City Council,Event_Communication_347,sent,,,,
511,TRUE,Oceanus City Council,Relationship_AccessPermission_196,,,,,
547,FALSE,Oceanus City Council,Event_Communication_351,sent,,,,
548,TRUE,Oceanus City Council,Relationship_Operates_202,,,,,
549,TRUE,Oceanus City Council,Event_Collaborate_364,,,,,
551,FALSE,Oceanus City Council,Event_Communication_375,sent,,,,
555,FALSE,Oceanus City Council,Event_Communication_399,sent,,,,
561,FALSE,Oceanus City Council,Event_Communication_533,sent,,,,
562,TRUE,Oceanus City Council,Relationship_Operates_327,,,,,
564,FALSE,Oceanus City Council,Event_Communication_604,sent,,,,
566,FALSE,Oceanus City Council,Event_Communication_613,sent,,,,
568,FALSE,Oceanus City Council,Event_Communication_617,sent,,,,
513,TRUE,Oceanus City Council,Relationship_Jurisdiction_390,,,,,
570,FALSE,Oceanus City Council,Event_Communication_641,sent,,,,
571,FALSE,Oceanus City Council,Event_Communication_675,sent,,,,
574,FALSE,Oceanus City Council,Event_Communication_686,sent,,,,
578,FALSE,Oceanus City Council,Event_Communication_700,sent,,,,
515,TRUE,Oceanus City Council,Relationship_Jurisdiction_446,,,,,
582,FALSE,Oceanus City Council,Event_Communication_735,sent,,,,
583,TRUE,Oceanus City Council,Relationship_Coordinates_448,,,,,
525,TRUE,Oceanus City Council,Event_Enforcement_745,,,,,
586,FALSE,Oceanus City Council,Event_Communication_746,sent,,,,
587,TRUE,Oceanus City Council,Relationship_Jurisdiction_454,,,,,
592,FALSE,Oceanus City Council,Event_Communication_783,sent,,,,
593,TRUE,Oceanus City Council,Relationship_Operates_521,,,,,
596,FALSE,Oceanus City Council,Event_Communication_882,sent,,,,
598,FALSE,Oceanus City Council,Event_Communication_903,sent,,,,
600,TRUE,Oceanus City Council,Event_HarborReport_927,,,,,
599,TRUE,Oceanus City Council,Relationship_Jurisdiction_583,,,,,
602,FALSE,Oceanus City Council,Event_Communication_928,sent,,,,
588,TRUE,Oceanus City Council,Relationship_Jurisdiction_586,,,,,
604,FALSE,Oceanus City Council,Event_Communication_930,sent,,,,
595,TRUE,Oceanus City Council,Relationship_Unfriendly_625,,,,,
606,FALSE,Oceanus City Council,Event_Communication_994,sent,,,,
,TRUE,Oceanus City Council,Relationship_Colleagues_121,,,,,
608,TRUE,Green Guardians,Relationship_Jurisdiction_29,,,,,
609,FALSE,Green Guardians,Event_Communication_62,sent,,,,
610,FALSE,Green Guardians,Event_Communication_72,sent,,,,
635,TRUE,Green Guardians,Relationship_Coordinates_35,,,,,
